scenario_id,review_priority_score,outcome,scenario_family,baseline_action,laya_action,laya_confidence,sim_terminal_outcome,major_safety_violation,hazard_severity_score,route_blocked,nearest_iceberg_dist_m,adjudication_reasons
POLARIS_SCENARIO_0208,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,3199.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.5 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0228,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,3182.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.6 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0248,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,2143.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.6 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0268,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,4448.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.4 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0288,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,3253.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.7 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0308,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,4610.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.6 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0328,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,2692.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.7 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0348,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,3095.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.8 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0368,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,3847.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.4 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0388,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,2046.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.7 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0408,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,2204.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.5 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0428,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,2567.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.5 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0448,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,3987.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.7 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0468,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,2342.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.7 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0488,100.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE_POOR_VISIBILITY,hold_position,slow_down,0.5,EMERGENCY_HOLD,False,1.6,False,4694.0,Baseline (hold_position) disagrees with Laya (slow_down); High-consequence maneuver category (hold_position) requiring human review; Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.6 >= 1.5); Poor visibility / fog conditions (0.4 NM < 1.0 NM); High-consequence action 'hold_position' mandates human watch officer review.
POLARIS_SCENARIO_0011,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,4945.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0031,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,2270.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0051,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,3960.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0071,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,3416.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0084,75.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.4,False,3889.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0091,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,4444.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0111,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,2650.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0124,75.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.4,False,3066.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0131,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,4187.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0144,75.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.4,False,3280.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0151,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,4164.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0171,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,4518.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0191,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,4371.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0211,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,4618.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0231,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,2492.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0251,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,2621.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0264,75.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.4,False,4668.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0271,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,2716.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0284,75.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.4,False,3561.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0291,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,2086.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0304,75.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.4,False,3883.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0311,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,3569.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0331,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,4480.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0344,75.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.4,False,4757.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0351,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,3786.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0364,75.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.4,False,3653.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0371,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,2030.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0391,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,3578.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0411,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,2437.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0431,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,4217.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0451,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,2727.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0464,75.0,HUMAN_REVIEW_REQUIRED,HEAVY_ICE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.4,False,3504.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0471,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,3945.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0491,75.0,HUMAN_REVIEW_REQUIRED,ESCORT_AVAILABLE,request_escort,slow_down,0.5,ESCORT_DISPATCH,False,1.3,False,2591.0,Baseline (request_escort) disagrees with Laya (slow_down); High-consequence maneuver category (request_escort) requiring human review; Low Laya decision confidence (50.0% < 60%); High-consequence action 'request_escort' mandates human watch officer review.
POLARIS_SCENARIO_0012,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,2691.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0032,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,4832.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0052,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,4955.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0072,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,4151.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0092,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,3407.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0112,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,3280.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0132,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,2018.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0152,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,3482.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0172,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,3766.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
POLARIS_SCENARIO_0192,65.0,HUMAN_REVIEW_REQUIRED,ESCORT_UNAVAILABLE,reroute,slow_down,0.5,MODERATE_RISK_MANEUVER,False,1.5,False,4919.0,Baseline (reroute) disagrees with Laya (slow_down); Low Laya decision confidence (50.0% < 60%); High hazard severity score (1.5 >= 1.5)
